customer_id,recency,frequency,monetary,segments
14760,296,1,89.2,Low Value
14761,58,2,255.9,Regular
14762,263,1,300.52,Low Value
14764,46,1,278.3,Low Value
14765,28,3,254.11,Regular
14766,7,6,2473.37,High Value
14768,16,2,192.6,Regular
14769,2,8,10674.75,High Value
14770,231,2,876.42,Regular
14772,111,1,139.26,Low Value
14775,57,3,1011.9,Regular
14776,50,11,2538.3,Regular
14778,126,2,730.86,Regular
14779,280,3,386.15,Regular
14780,54,2,447.68,Regular
14782,319,1,200.1,Low Value
14784,25,2,289.99,Regular
14785,9,2,77.4,Regular
14788,6,2,679.44,Regular
14789,28,1,197.64,Low Value
14790,16,4,745.06,Regular
14792,63,1,6.2,Low Value
14793,20,1,228.99,Low Value
14794,2,7,1319.91,High Value
14795,165,1,131.45,Low Value
14796,0,17,8022.49,High Value
14798,52,3,173.74,Regular
14799,50,1,157.7,Low Value
14800,47,12,4339.74,Regular
14801,60,1,193.14,Low Value
14803,161,3,845.55,Regular
14804,8,1,353.27,Low Value
14805,14,4,554.65,Regular
14806,74,1,193.39,Low Value
14808,39,8,2741.17,Regular
14810,40,11,2087.88,Regular
14813,369,2,155.43,Regular
14815,36,2,778.5,Regular
14816,196,1,271.85,Low Value
14817,199,2,1110.34,Regular
14818,73,3,657.8,Regular
14819,63,2,272.07,Regular
14820,20,4,507.29,Regular
14821,366,1,48.8,Low Value
14823,179,3,321.43,Regular
14824,9,4,1127.71,Regular
14825,3,12,2226.91,High Value
14828,196,3,2139.76,Regular
14829,28,4,697.55,Regular
14830,52,1,197.13,Low Value
14834,17,6,1720.3,High Value
14836,9,3,102.45,Regular
14837,89,4,1649.5,Regular
14840,267,1,62.85,Low Value
14841,52,6,3295.76,Regular
14842,43,4,2824.69,Regular
14844,63,4,3189.81,Regular
14847,148,1,309.4,Low Value
14849,21,25,7930.54,High Value
14850,311,1,325.75,Low Value
14851,22,2,511.35,Regular
14852,57,6,2836.69,Regular
14853,23,2,475.8,Regular
14854,77,7,2759.83,Regular
14855,118,2,645.65,Regular
14856,35,3,1311.38,Regular
14857,59,2,1173.12,Regular
14859,12,4,1353.74,Regular
14860,18,1,170.32,Low Value
14861,51,1,125.79,Low Value
14862,25,2,841.2,Regular
14863,28,1,266.76,Low Value
14865,6,2,52.2,Regular
14866,10,12,14389.9,High Value
14867,185,3,710.28,Regular
14868,2,8,2953.59,High Value
14869,8,2,725.7,Regular
14870,261,1,327.25,Low Value
14871,2,4,522.38,Regular
14873,209,1,519.68,Low Value
14875,107,2,1465.32,Regular
14878,12,9,1485.54,High Value
14880,76,3,706.19,Regular
14881,19,1,255.4,Low Value
14882,26,2,589.7,Regular
14883,18,6,761.59,High Value
14885,131,1,765.32,Low Value
14886,252,1,364.8,Low Value
14887,78,1,1862.0,Low Value
14888,206,1,369.2,Low Value
14889,335,1,135.9,Low Value
14890,253,1,125.65,Low Value
14891,147,2,554.38,Regular
14893,9,2,1237.85,Regular
14894,84,1,655.75,Low Value
14895,7,20,11138.71,High Value
14896,204,2,468.77,Regular
14897,7,4,1366.38,Regular
14898,22,6,1303.52,High Value
14901,10,9,1421.29,High Value
14902,25,1,332.66,Low Value
14903,20,5,2810.63,High Value
14904,1,2,1025.44,Regular
14905,157,2,616.15,Regular
14907,2,7,3501.1,High Value
14908,73,1,277.8,Low Value
14910,2,4,434.35,Regular
14911,0,201,143825.06,High Value
14912,16,2,867.85,Regular
14913,35,4,1227.43,Regular
14915,90,2,307.48,Regular
14916,70,4,1268.98,Regular
14918,115,2,1610.15,Regular
14920,212,2,977.77,Regular
14921,29,2,1316.07,Regular
14923,50,1,749.1,Low Value
14924,245,1,310.05,Low Value
14929,31,1,223.88,Low Value
14930,108,3,2372.86,Regular
14931,4,5,1257.68,High Value
14932,365,1,363.53,Low Value
14934,81,2,1890.94,Regular
14935,296,1,1784.71,Low Value
14936,33,8,8137.02,Regular
14937,56,3,1621.88,Regular
14944,29,12,5900.25,High Value
14946,13,1,100.9,Low Value
14947,71,2,290.82,Regular
14948,22,6,1101.97,High Value
14950,18,1,371.2,Low Value
14951,78,1,311.69,Low Value
14952,59,11,8099.49,Regular
14953,24,1,289.82,Low Value
14954,11,1,336.17,Low Value
14957,252,1,58.49,Low Value
14958,146,3,499.68,Regular
14959,63,4,695.42,Regular
14960,7,2,221.27,Regular
14961,10,9,7044.68,High Value
14962,270,1,126.7,Low Value
14963,9,5,1487.8,High Value
14964,246,1,206.21,Low Value
14965,95,2,599.0,Regular
14966,14,1,191.32,Low Value
14967,49,1,463.8,Low Value
14968,29,1,147.59,Low Value
14970,67,4,1592.06,Regular
14971,34,3,1116.57,Regular
14972,127,1,114.77,Low Value
14973,106,3,1314.45,Regular
14974,36,1,114.39,Low Value
14975,56,1,279.94,Low Value
14976,56,7,790.86,Regular
14978,71,5,1931.42,Regular
14981,245,1,102.12,Low Value
14984,18,2,213.27,Regular
14985,197,2,296.75,Regular
14987,15,2,326.4,Regular
14988,211,1,334.54,Low Value
14995,38,2,233.23,Regular
14997,45,3,546.2,Regular
14998,169,2,429.87,Regular
15000,47,1,490.52,Low Value
15002,115,4,1641.76,Regular
15004,146,1,1246.32,Low Value
15005,15,28,6316.57,High Value
15006,50,1,502.09,Low Value
15007,158,1,156.91,Low Value
15009,11,3,1261.78,Regular
15010,35,1,308.94,Low Value
15012,53,2,423.04,Regular
15014,42,2,260.17,Regular
15016,172,1,170.04,Low Value
15017,33,1,125.58,Low Value
15018,38,3,496.21,Regular
15019,266,1,266.0,Low Value
15021,8,9,1914.82,High Value
15022,11,4,905.04,Regular
15023,2,11,6802.76,High Value
15024,9,10,1661.33,High Value
15025,32,1,377.01,Low Value
15026,79,3,469.0,Regular
15027,30,4,1066.15,Regular
15028,7,4,627.13,Regular
15030,71,2,518.28,Regular
15031,3,4,668.14,Regular
15032,255,3,4959.1,Regular
15033,4,10,2586.67,High Value
15034,15,8,4308.61,High Value
15035,89,1,252.73,Low Value
15036,71,3,465.55,Regular
15038,58,6,705.49,Regular
15039,9,47,19914.44,High Value
15041,169,1,180.35,Low Value
15042,198,1,135.93,Low Value
15043,30,1,537.0,Low Value
15044,18,17,7700.23,High Value
15045,151,2,735.66,Regular
15046,8,15,5213.77,High Value
15047,269,1,343.62,Low Value
15048,64,4,384.05,Regular
15049,273,1,121.17,Low Value
15050,24,3,1782.09,Regular
15051,22,3,1391.61,Regular
15052,318,1,215.78,Low Value
15053,4,3,697.79,Regular
15054,11,2,302.1,Regular
15057,274,2,1489.5,Regular
15058,24,11,2124.99,High Value
15059,40,9,1337.72,Regular
15060,7,4,303.09,Regular
15061,3,48,54534.14,High Value
15062,70,4,987.86,Regular
15063,212,1,370.8,Low Value
15065,37,4,3158.13,Regular
15066,52,1,893.59,Low Value
15067,77,3,1744.76,Regular
15068,45,2,553.36,Regular
15069,178,1,1109.53,Low Value
15070,372,1,106.2,Low Value
15071,93,2,982.07,Regular
15073,9,3,1043.41,Regular
15074,104,1,748.87,Low Value
15075,77,1,773.03,Low Value
15076,172,1,880.85,Low Value
15078,6,32,9743.11,High Value
15079,212,4,895.61,Regular
15081,21,5,504.8,High Value
15083,256,1,88.2,Low Value
15087,281,1,306.94,Low Value
15088,20,2,1160.07,Regular
15089,9,6,2420.84,High Value
15090,307,1,381.32,Low Value
15091,67,1,480.71,Low Value
15092,214,2,457.81,Regular
15093,17,6,4597.02,High Value
15095,103,4,1370.6,Regular
15096,42,1,219.39,Low Value
15097,3,1,248.08,Low Value
15098,181,3,39916.5,Regular
15099,83,1,410.48,Low Value
15100,333,3,876.0,Regular
15101,8,2,317.53,Regular
15103,30,2,703.36,Regular
15104,196,2,1027.44,Regular
15105,17,7,2298.93,High Value
15106,17,5,1422.52,High Value
15107,310,6,319.5,Regular
15108,141,4,1300.25,Regular
15109,245,1,484.95,Low Value
15110,23,4,996.1,Regular
15111,28,3,1567.48,Regular
15113,9,3,3609.33,Regular
15114,29,10,2760.56,High Value
15115,17,1,340.11,Low Value
15116,17,4,1352.75,Regular
15117,14,5,1551.78,High Value
15118,133,1,244.8,Low Value
15119,245,1,266.4,Low Value
15120,133,1,358.82,Low Value
15121,49,2,457.72,Regular
15122,113,3,1633.78,Regular
15123,6,2,2199.31,Regular
15124,22,2,184.19,Regular
15125,24,15,11528.48,High Value
15127,65,1,406.53,Low Value
15128,59,4,1471.0,Regular
15129,49,11,3447.4,Regular
15130,169,1,330.11,Low Value
15132,17,5,977.93,High Value
15133,127,3,982.42,Regular
15134,14,8,1387.99,High Value
15135,238,1,139.05,Low Value
15136,2,4,1286.7,Regular
15139,239,2,178.96,Regular
15140,51,7,2354.25,Regular
15142,45,1,498.74,Low Value
15143,225,1,259.45,Low Value
15144,7,17,6580.44,High Value
15145,3,4,1194.73,Regular
15146,164,2,1327.16,Regular
15147,239,1,623.5,Low Value
15148,10,1,301.29,Low Value
15149,133,1,520.8,Low Value
15150,16,10,5314.47,High Value
15152,9,13,4745.69,High Value
15153,30,1,329.25,Low Value
15154,74,1,296.42,Low Value
15156,0,3,961.49,Regular
15157,3,3,1936.07,Regular
15158,44,1,401.4,Low Value
15159,1,30,18641.01,High Value
15160,356,1,158.16,Low Value
15163,17,2,304.47,Regular
15164,68,3,843.05,Regular
15165,372,1,487.75,Low Value
15167,320,1,163.0,Low Value
15168,25,1,106.56,Low Value
15171,330,1,1289.5,Low Value
15172,8,5,1624.05,High Value
15174,322,1,135.75,Low Value
15175,71,1,224.14,Low Value
15178,259,1,40.5,Low Value
15179,17,5,2206.95,High Value
15180,366,1,87.5,Low Value
15181,65,3,689.48,Regular
15182,153,2,622.85,Regular
15184,28,2,406.76,Regular
15185,69,1,310.62,Low Value
15186,13,2,411.41,Regular
15187,1,16,4777.18,High Value
15189,0,41,16225.39,High Value
15192,119,3,1044.32,Regular
15193,60,1,499.32,Low Value
15194,2,15,7616.53,High Value
15195,2,1,3861.0,Low Value
15197,10,3,1079.61,Regular
15198,91,2,193.64,Regular
15199,58,4,1268.7,Regular
15201,86,5,1236.54,Regular
15203,25,6,1827.8,High Value
15204,356,1,316.58,Low Value
15205,84,2,653.24,Regular
15206,9,4,420.3,Regular
15208,0,5,870.12,High Value
15210,224,1,331.18,Low Value
15211,59,2,894.41,Regular
15212,240,1,101.8,Low Value
15213,318,2,328.35,Regular
15214,1,8,1661.44,High Value
15215,46,3,734.94,Regular
15216,87,1,96.6,Low Value
15218,10,11,5756.89,High Value
15219,175,1,305.75,Low Value
15220,51,6,1778.96,Regular
15221,365,1,403.25,Low Value
15222,318,1,585.0,Low Value
15223,225,2,755.75,Regular
15224,357,2,322.08,Regular
15225,233,1,409.4,Low Value
15226,310,1,154.41,Low Value
15227,36,5,1219.4,Regular
15228,65,4,3386.71,Regular
15230,238,2,429.6,Regular
15232,112,2,612.06,Regular
15234,276,1,197.0,Low Value
15235,217,12,2247.51,Regular
15236,298,1,321.05,Low Value
15237,1,4,1412.32,Regular
15238,28,3,1071.99,Regular
15239,9,2,780.59,Regular
15240,44,5,1706.57,Regular
15241,66,8,1756.44,Regular
15243,73,1,316.68,Low Value
15244,64,2,631.57,Regular
15245,133,3,2515.84,Regular
15246,237,2,514.15,Regular
15247,121,1,356.0,Low Value
15249,31,13,6688.46,Regular
15251,8,11,10484.99,High Value
15252,35,2,740.78,Regular
15253,15,5,918.2,High Value
15254,126,1,300.36,Low Value
15255,66,1,890.85,Low Value
15256,148,1,98.45,Low Value
15257,282,1,317.15,Low Value
15258,168,2,623.16,Regular
15260,99,7,1810.77,Regular
15261,134,1,254.82,Low Value
15262,323,1,178.95,Low Value
15263,106,1,156.51,Low Value
15264,63,1,393.74,Low Value
15265,150,2,1506.12,Regular
15266,337,1,119.3,Low Value
15267,21,5,1717.36,High Value
15269,23,1,408.8,Low Value
15270,15,7,2379.49,High Value
15271,6,15,2507.07,High Value
15272,56,2,721.94,Regular
15274,3,2,716.57,Regular
15275,37,1,615.14,Low Value
15276,65,1,135.31,Low Value
15277,46,1,255.9,Low Value
15279,354,1,290.51,Low Value
15280,171,1,113.12,Low Value
15281,58,9,2332.15,Regular
15286,49,1,240.55,Low Value
15287,21,2,486.69,Regular
15288,42,5,2306.52,Regular
15289,28,3,939.78,Regular
15290,4,18,7943.22,High Value
15291,25,15,4668.3,High Value
15292,200,1,180.94,Low Value
15296,50,6,3672.86,Regular
15297,9,3,641.94,Regular
15298,1,12,4799.9,High Value
15299,66,7,4507.01,Regular
15300,63,1,496.44,Low Value
15301,50,12,5070.35,Regular
15303,289,1,574.02,Low Value
15304,60,8,694.4,Regular
15306,63,3,1174.35,Regular
15307,95,1,205.3,Low Value
15308,273,1,310.47,Low Value
15311,0,91,60767.9,High Value
15312,74,4,924.85,Regular
15313,109,1,52.0,Low Value
15314,198,1,327.97,Low Value
15315,63,2,570.5,Regular
15316,326,1,165.0,Low Value
15318,3,1,312.62,Low Value
15319,283,1,204.5,Low Value
15320,43,1,267.13,Low Value
15321,70,3,2748.31,Regular
15322,85,1,679.68,Low Value
15325,103,1,162.29,Low Value
15326,333,1,311.71,Low Value
15327,52,1,208.75,Low Value
15329,38,3,1049.7,Regular
15330,31,2,714.96,Regular
15332,365,4,1661.06,Regular
15333,207,1,1028.56,Low Value
15334,156,3,351.67,Regular
15335,53,1,173.97,Low Value
15339,65,2,574.07,Regular
15341,80,1,2020.52,Low Value
15342,129,1,406.09,Low Value
15343,86,1,364.5,Low Value
15344,0,3,563.94,Regular
15345,45,1,393.54,Low Value
15346,332,1,252.42,Low Value
15347,365,1,201.6,Low Value
15348,71,1,158.04,Low Value
15349,157,2,473.81,Regular
15350,372,1,115.65,Low Value
15351,11,7,1960.11,High Value
15353,254,2,777.02,Regular
15355,28,2,277.05,Regular
15356,30,10,2766.5,High Value
15358,4,22,8347.2,High Value
15360,39,1,427.93,Low Value
15361,361,1,418.92,Low Value
15363,372,1,326.0,Low Value
15364,95,2,913.19,Regular
15365,25,7,2314.32,High Value
15366,74,2,602.51,Regular
15367,56,4,1877.59,Regular
15368,20,1,446.94,Low Value
15370,40,7,2386.05,Regular
15372,136,1,2007.4,Low Value
15373,7,12,2415.91,High Value
15374,128,1,168.0,Low Value
15376,39,3,1233.36,Regular
15379,168,7,3703.29,Regular
15380,8,5,1690.26,High Value
15381,213,2,596.85,Regular
15382,14,6,5955.71,High Value
15384,169,2,642.41,Regular
15385,39,1,316.88,Low Value
15386,185,1,394.14,Low Value
15388,269,1,140.54,Low Value
15389,171,1,500.0,Low Value
15392,4,4,1535.53,Regular
15393,15,2,231.86,Regular
15394,9,4,2183.54,Regular
15395,325,1,107.45,Low Value
15396,112,1,288.18,Low Value
15397,289,1,94.0,Low Value
15398,15,2,1345.53,Regular
15399,0,3,815.77,Regular
15400,91,5,716.2,Regular
15402,148,2,626.77,Regular
15405,188,1,349.1,Low Value
15406,30,2,510.71,Regular
15407,33,4,1056.44,Regular
15408,263,1,267.18,Low Value
15410,83,8,3450.84,Regular
15411,25,4,1358.88,Regular
15412,170,1,190.53,Low Value
15414,9,3,774.9,Regular
15415,312,1,572.81,Low Value
15416,64,4,3984.32,Regular
15417,84,1,508.8,Low Value
15419,24,1,135.86,Low Value
15421,58,4,950.36,Regular
15422,322,2,97.7,Regular
15423,37,1,43.5,Low Value
15424,253,2,383.34,Regular
15426,18,5,1447.39,High Value
15427,32,3,1483.14,Regular
15428,14,1,93.78,Low Value
15429,26,2,397.35,Regular
15432,22,1,171.19,Low Value
15433,213,2,533.3,Regular
15434,7,5,1041.48,High Value
15435,21,1,149.29,Low Value
15436,11,3,1122.53,Regular
15437,261,1,200.16,Low Value
15438,130,1,156.58,Low Value
15440,54,3,383.68,Regular
15442,248,1,594.0,Low Value
15443,1,7,3236.91,High Value
15444,8,2,1418.26,Regular
15445,263,1,113.5,Low Value
15447,330,1,155.17,Low Value
15448,312,1,494.64,Low Value
15449,25,3,974.52,Regular
15450,29,1,429.84,Low Value
15452,29,3,538.73,Regular
15453,1,7,1388.37,High Value
15454,361,1,179.1,Low Value
15456,282,3,447.22,Regular
15457,261,1,237.07,Low Value
15458,24,1,161.64,Low Value
15460,353,1,216.76,Low Value
15462,93,3,234.6,Regular
15463,28,1,126.14,Low Value
15464,337,1,1048.85,Low Value
15465,19,18,7354.62,High Value
15466,84,1,334.53,Low Value
15467,8,3,524.88,Regular
15468,50,2,467.51,Regular
15469,49,2,538.55,Regular
15471,1,1,469.48,Low Value
15472,112,1,371.56,Low Value
15473,13,7,1771.2,High Value
15475,76,1,454.11,Low Value
15478,39,2,1441.42,Regular
15480,115,1,905.5,Low Value
15482,15,12,11054.96,High Value
15483,160,4,233.81,Regular
15484,0,4,3594.31,Regular
15485,29,3,2575.0,Regular
15488,92,1,91.32,Low Value
15489,22,3,1134.28,Regular
15491,94,6,3100.09,Regular
15492,27,2,659.46,Regular
15493,32,5,2001.8,Regular
15494,20,2,1299.23,Regular
15497,17,2,1262.2,Regular
15498,2,27,13316.4,High Value
15500,7,4,1131.56,Regular
15502,15,12,10384.93,High Value
15503,362,1,147.09,Low Value
15504,80,1,52.83,Low Value
15505,52,5,3610.96,Regular
15506,22,3,979.26,Regular
15507,171,1,492.36,Low Value
15508,188,6,1000.27,Regular
15510,330,1,250.0,Low Value
15511,11,5,909.23,High Value
15512,155,2,121.0,Regular
15513,32,19,14758.22,Regular
15514,11,11,4139.46,High Value
15516,44,3,62.43,Regular
15517,232,1,267.03,Low Value
15518,63,8,1942.45,Regular
15520,1,1,343.5,Low Value
15521,39,8,3000.2,Regular
15522,32,2,398.84,Regular
15523,83,1,412.01,Low Value
15524,24,1,440.0,Low Value
15525,1,3,825.92,Regular
15526,32,2,148.44,Regular
15527,18,8,2429.78,High Value
15528,253,1,229.33,Low Value
15529,22,11,3995.23,High Value
15530,21,4,1502.35,Regular
15531,7,2,2007.44,Regular
15532,24,4,1580.93,Regular
15533,18,3,807.57,Regular
15535,172,4,536.4,Regular
15537,162,1,110.92,Low Value
15539,6,1,538.46,Low Value
15540,10,1,213.3,Low Value
15541,113,1,85.13,Low Value
15543,287,1,127.86,Low Value
15544,8,9,3546.71,High Value
15545,53,2,292.72,Regular
15547,6,14,4954.84,High Value
15549,76,3,1693.26,Regular
15550,3,4,575.63,Regular
15551,36,1,436.06,Low Value
15552,216,1,90.12,Low Value
15553,59,1,437.23,Low Value
15554,277,1,217.2,Low Value
15555,11,16,4805.17,High Value
15556,23,1,279.77,Low Value
15557,28,1,473.65,Low Value
15561,11,4,800.59,Regular
15562,351,1,134.55,Low Value
15563,21,4,1400.44,Regular
15565,49,2,173.16,Regular
15567,18,1,186.01,Low Value
15568,2,3,758.29,Regular
15569,103,5,1375.71,Regular
15570,6,12,4165.52,High Value
15571,11,4,650.43,Regular
15572,4,7,2552.86,High Value
15573,31,2,607.45,Regular
15574,177,4,702.25,Regular
15576,37,1,940.67,Low Value
15577,150,3,258.88,Regular
15578,161,1,127.1,Low Value
15579,68,2,348.6,Regular
15581,120,13,3679.97,Regular
15582,24,3,682.91,Regular
15584,23,4,725.11,Regular
15585,176,1,455.3,Low Value
15587,49,4,913.68,Regular
15589,255,3,478.53,Regular
15592,46,1,388.58,Low Value
15593,70,1,199.8,Low Value
15594,15,5,1771.78,High Value
15596,100,5,1406.59,Regular
15597,34,1,324.57,Low Value
15598,52,1,240.68,Low Value
15599,26,2,761.74,Regular
15601,10,14,6776.56,High Value
15602,7,9,1297.87,High Value
15603,78,1,48.48,Low Value
15604,51,1,216.39,Low Value
15605,35,5,1198.23,Regular
15606,60,9,2920.16,Regular
15607,336,1,104.76,Low Value
15608,27,4,1093.68,Regular
15609,183,1,298.48,Low Value
15610,51,1,112.46,Low Value
15611,9,13,1591.45,High Value
15612,35,2,195.15,Regular
15615,9,23,10399.74,High Value
15618,32,4,776.851,Regular
15619,10,1,336.4,Low Value
15620,56,3,1553.18,Regular
15621,3,4,1293.03,Regular
15622,42,9,3709.56,Regular
15623,140,1,301.03,Low Value
15624,116,4,588.13,Regular
15625,103,4,1534.26,Regular
15626,74,2,675.8,Regular
15628,4,9,2870.24,High Value
15630,44,2,1186.35,Regular
15632,15,8,3285.31,High Value
15634,16,1,243.55,Low Value
15636,89,2,724.76,Regular
15637,52,1,223.36,Low Value
15639,133,1,425.32,Low Value
15640,3,15,12515.66,High Value
15641,104,4,1887.2,Regular
15643,191,3,664.0,Regular
15644,165,4,813.0,Regular
15645,18,1,612.01,Low Value
15646,157,3,447.64,Regular
15648,203,2,657.35,Regular
15649,335,2,816.0,Regular
15651,36,3,646.3,Regular
15652,90,1,337.74,Low Value
15653,92,2,877.44,Regular
15654,8,2,922.53,Regular
15655,242,1,560.67,Low Value
15656,44,4,748.5,Regular
15657,22,1,30.0,Low Value
15658,189,5,1024.1,Regular
15659,43,1,306.45,Low Value
15660,24,9,1600.86,High Value
15661,316,2,309.8,Regular
15663,105,1,138.14,Low Value
15664,50,1,386.43,Low Value
15665,167,2,2242.01,Regular
15667,39,1,301.32,Low Value
15668,217,1,76.32,Low Value
15669,39,4,684.34,Regular
15670,296,1,173.05,Low Value
15671,18,7,2657.13,High Value
15673,87,4,2881.02,Regular
15674,72,5,2446.6,Regular
15675,80,3,323.69,Regular
15676,18,3,3435.76,Regular
15677,48,1,657.23,Low Value
15678,52,1,352.7,Low Value
15679,23,4,781.28,Regular
15680,8,3,1333.68,Regular
15681,24,5,1426.16,High Value
15683,116,1,193.75,Low Value
15687,8,9,2993.1,High Value
15689,119,2,254.1,Regular
15690,3,2,239.76,Regular
15691,251,1,136.8,Low Value
15692,27,1,191.04,Low Value
15694,0,14,6479.4,High Value
15695,266,2,409.98,Regular
15696,32,8,2736.46,Regular
15699,17,1,309.65,Low Value
15700,171,2,696.68,Regular
15701,1,4,1542.14,Regular
15703,264,1,211.5,Low Value
15704,139,4,2293.62,Regular
15705,200,1,143.1,Low Value
15706,63,4,1060.56,Regular
15707,34,4,945.58,Regular
15708,40,7,3364.24,Regular
15709,283,1,133.25,Low Value
15712,8,5,1072.36,High Value
15713,142,2,356.7,Regular
15714,11,2,330.88,Regular
15716,145,4,1118.81,Regular
15717,233,1,150.3,Low Value
15719,32,13,5045.61,Regular
15720,23,1,598.73,Low Value
15721,11,1,507.08,Low Value
15722,35,5,2222.56,Regular
15723,364,1,203.1,Low Value
15724,200,2,218.25,Regular
15725,14,1,415.25,Low Value
15727,16,7,5178.96,High Value
15729,212,1,85.0,Low Value
15730,65,3,1120.88,Regular
15732,211,2,294.12,Regular
15733,282,1,162.3,Low Value
15734,114,2,1339.45,Regular
15737,14,8,1205.12,High Value
15738,18,16,4812.42,High Value
15739,65,1,449.12,Low Value
15740,48,1,154.88,Low Value
15743,15,4,784.46,Regular
15744,77,1,34.8,Low Value
15745,18,4,1094.59,Regular
15746,133,1,196.88,Low Value
15747,12,3,974.04,Regular
15748,39,1,149.31,Low Value
15749,234,3,44534.3,Regular
15750,2,8,2465.48,High Value
15752,39,7,2637.38,Regular
15753,304,1,79.2,Low Value
15754,50,3,458.57,Regular
15755,9,6,2364.25,High Value
15756,60,4,532.96,Regular
15757,65,2,714.42,Regular
15758,24,1,205.25,Low Value
15759,217,3,253.04,Regular
15762,64,2,583.75,Regular
15763,31,2,1086.92,Regular
15764,87,6,3279.97,Regular
15766,63,1,315.06,Low Value
15768,115,3,621.83,Regular
15769,6,26,56252.72,High Value
15773,5,1,635.68,Low Value
15774,68,1,270.8,Low Value
15775,244,1,104.9,Low Value
15776,132,1,241.62,Low Value
15777,240,4,1047.11,Regular
15780,183,3,475.28,Regular
15781,24,3,345.46,Regular
15782,9,3,2614.74,Regular
15783,10,1,246.3,Low Value
15785,32,5,2328.97,Regular
15786,45,3,4932.2,Regular
15787,25,3,948.05,Regular
15789,357,1,351.3,Low Value
15790,9,1,220.85,Low Value
15791,43,2,1612.69,Regular
15793,14,3,965.61,Regular
15795,149,1,610.01,Low Value
15796,0,8,2711.56,High Value
15797,112,4,2207.4,Regular
15799,75,3,884.14,Regular
15800,106,2,699.08,Regular
15801,45,3,1063.95,Regular
15802,142,1,451.42,Low Value
15803,50,1,415.82,Low Value
15804,0,13,4206.39,High Value
15805,22,17,5528.48,High Value
15806,45,3,784.58,Regular
15807,49,3,903.9,Regular
15808,305,4,3734.97,Regular
15809,35,5,515.77,Regular
15810,78,4,1391.98,Regular
15811,21,6,2218.62,High Value
15812,106,5,1801.14,Regular
15813,207,2,1303.91,Regular
15814,16,4,1945.33,Regular
15815,63,5,2100.6,Regular
15819,48,4,1905.45,Regular
15820,319,1,206.98,Low Value
15821,43,2,570.96,Regular
15822,2,2,885.47,Regular
15823,371,1,15.0,Low Value
15825,171,1,532.94,Low Value
15826,55,3,1654.31,Regular
15827,72,14,1836.09,Regular
15829,98,2,636.14,Regular
15830,37,1,576.0,Low Value
15831,57,3,801.76,Regular
15832,253,1,836.79,Low Value
15834,69,4,2233.75,Regular
15835,43,4,954.09,Regular
15836,49,1,137.37,Low Value
15837,64,1,391.98,Low Value
15838,10,19,33643.08,High Value
15839,32,3,1048.49,Regular
15840,58,2,355.56,Regular
15841,72,4,1224.06,Regular
15843,303,1,118.95,Low Value
15844,45,1,130.74,Low Value
15845,17,8,3711.77,High Value
15847,37,2,389.27,Regular
15850,18,2,238.85,Regular
15852,186,2,160.71,Regular
15853,51,1,110.8,Low Value
15854,3,12,2974.65,High Value
15855,136,5,712.24,Regular
15856,3,27,16387.57,High Value
15857,18,1,297.0,Low Value
15858,15,5,1438.85,High Value
15860,40,8,977.21,Regular
15861,11,8,3165.36,High Value
15862,7,4,832.88,Regular
15863,25,2,68.84,Regular
15864,21,6,1936.32,High Value
15865,40,3,895.13,Regular
15866,100,1,230.53,Low Value
15867,4,15,3812.64,High Value
15869,276,2,149.64,Regular
15870,32,1,354.09,Low Value
15872,14,2,360.93,Regular
15874,63,7,4405.88,Regular
15877,1,2,493.28,Regular
15880,368,1,343.28,Low Value
15881,311,5,501.39,Regular
15882,198,4,516.36,Regular
15883,1,2,396.48,Regular
15885,92,3,379.35,Regular
15886,59,1,181.09,Low Value
15888,80,1,168.31,Low Value
15889,156,2,446.87,Regular
15891,226,1,524.52,Low Value
15894,252,2,263.55,Regular
15895,149,1,179.17,Low Value
15897,193,2,222.05,Regular
15898,0,5,1388.88,High Value
15899,368,1,56.25,Low Value
15900,23,1,351.11,Low Value
15901,16,3,363.88,Regular
15903,9,7,5126.76,High Value
15904,7,1,164.68,Low Value
15906,19,7,1567.69,High Value
15907,3,3,967.45,Regular
15909,173,1,191.94,Low Value
15910,0,8,1232.18,High Value
15912,177,2,264.62,Regular
15916,15,8,1528.09,High Value
15917,247,1,123.1,Low Value
15918,190,2,334.23,Regular
15919,19,2,639.89,Regular
15920,153,4,167.5,Regular
15921,172,1,336.03,Low Value
15922,372,1,369.5,Low Value
15923,372,1,127.08,Low Value
15925,193,1,207.15,Low Value
15930,66,1,426.63,Low Value
15932,3,8,2495.87,High Value
15933,20,3,1107.46,Regular
15935,238,2,416.86,Regular
15937,63,1,145.35,Low Value
15938,111,5,404.58,Regular
15939,89,15,6115.01,Regular
15940,310,1,35.8,Low Value
15942,133,1,337.44,Low Value
15944,276,1,325.1,Low Value
15945,364,1,181.0,Low Value
15947,82,1,1708.24,Low Value
15948,7,2,955.24,Regular
15949,16,2,364.72,Regular
15950,31,4,1765.51,Regular
15951,8,2,708.22,Regular
15952,33,4,806.57,Regular
15953,14,8,1659.38,High Value
15955,23,14,4416.26,High Value
15957,31,1,428.89,Low Value
15958,73,1,104.35,Low Value
15963,19,2,470.76,Regular
15965,16,4,845.64,Regular
15967,22,2,418.83,Regular
15969,2,3,666.1,Regular
15970,303,1,314.1,Low Value
15971,17,12,4199.85,High Value
15973,366,1,307.82,Low Value
15974,38,7,3442.15,Regular
15975,83,1,371.01,Low Value
